dist An0dreX = 7.810250, tpl = 387.800201, td = 24.000000
dist Inļ🂱kech = 33.837849, tpl = 399.462128, td = 456.326630
dist noby = 36.235340, tpl = 447.475128, td = 150.000000
dist sunterry = 23.345236, tpl = 370.785645, td = 3.000000
dist jo_ = 0.000000, tpl = 399.609802, td = 944.780396
dist Inļ🂱kech = 30.000000, tpl = 399.676117, td = 458.802795
dist .research' = 0.000000, tpl = 194.164871, td = 193.932983
dist Flam = 0.000000, tpl = 399.535980, td = 598.432129
dist Inļ🂱kech = 0.000000, tpl = 399.846222, td = 484.905151
dist sunterry = 27.892651, tpl = 417.948547, td = 12.000000
dist I am noby = 0.000000, tpl = 202.081665, td = 114.039467
dist Flam = 0.000000, tpl = 399.716156, td = 734.373901
dist Sasuke = 15.524175, tpl = 399.170380, td = 116.927330
dist sunterry = 14.212670, tpl = 258.048431, td = 27.784887
dist noby = 33.376640, tpl = 490.388611, td = 37.589893
dist Koyot = 0.000000, tpl = 399.624817, td = 449.204865
dist Cul-de-jatte = 0.000000, tpl = 279.460205, td = 21.095022
dist HARIBO = 27.018513, tpl = 499.217377, td = 35.057095
dist Cul-de-jatte = 0.000000, tpl = 278.992828, td = 9.486833
dist An0dreX = 0.000000, tpl = 521.211060, td = 457.192505
dist Inļ🂱kech = 0.000000, tpl = 399.721161, td = 397.484589
dist noby = 24.351591, tpl = 256.017578, td = 73.545906
dist sunterry = 14.212670, tpl = 434.716003, td = 264.690399
dist I am noby = 23.409399, tpl = 429.420532, td = 463.020508
dist HARIBO = 0.000000, tpl = 124.651512, td = 104.651802
dist HARIBO = 34.885529, tpl = 499.632874, td = 13.152946
dist An0dreX = 35.355339, tpl = 632.344849, td = 500.588654
dist jo_ = 32.802441, tpl = 399.731171, td = 533.885742
dist :Ram = 28.460499, tpl = 153.837570, td = 31.827662
dist An0dreX = 35.355339, tpl = 591.616455, td = 91.214035
dist I am noby = 28.460499, tpl = 625.859436, td = 116.691902
dist Koyot = 31.144823, tpl = 399.906250, td = 626.352112
dist :Ram = 28.301943, tpl = 399.083954, td = 168.961533
dist jo_ = 21.213203, tpl = 632.923401, td = 208.312271
dist An0dreX = 33.734257, tpl = 417.268494, td = 182.428070
dist An0dreX = 33.734257, tpl = 493.867401, td = 273.875885
dist Koyot = 25.612497, tpl = 372.307678, td = 657.525635
dist jo_ = 26.000000, tpl = 399.164124, td = 305.918304
dist An0dreX = 32.202484, tpl = 632.219116, td = 193.313217
dist I am noby = 0.000000, tpl = 596.933838, td = 66.068146
dist Koyot = 0.000000, tpl = 398.994995, td = 446.305939
dist jo_ = 29.068884, tpl = 633.228210, td = 153.941544
dist noby = 15.231546, tpl = 251.606842, td = 131.590271
dist Sasuke = 36.400551, tpl = 399.061401, td = 506.893494
dist jo_ = 29.068884, tpl = 633.038696, td = 298.827698
dist sunterry = 2.236068, tpl = 388.928009, td = 9.000000
dist I am noby = 7.280110, tpl = 323.987640, td = 24.000000
dist Koyot = 34.655445, tpl = 399.515961, td = 515.407593
dist sunterry = 13.601471, tpl = 426.357819, td = 54.120235
dist I am noby = 24.041630, tpl = 632.487183, td = 123.259888
dist Koyot = 13.601471, tpl = 399.215485, td = 742.186646
dist noby = 29.732138, tpl = 282.434052, td = 163.376862
dist Sasuke = 28.319605, tpl = 398.963654, td = 634.085938
dist Cul-de-jatte = 28.425341, tpl = 278.976715, td = 5.099020
dist Koyot = 3.605551, tpl = 398.943604, td = 321.697052
dist HARIBO = 0.000000, tpl = 124.169243, td = 32.015621
dist sunterry = 33.541019, tpl = 534.947632, td = 121.396049
dist HARIBO = 35.510563, tpl = 124.723694, td = 190.682983
dist jo_ = 35.171009, tpl = 632.870422, td = 775.018066
dist Koyot = 34.205261, tpl = 399.490936, td = 520.670715
dist Sasuke = 0.000000, tpl = 399.370758, td = 239.735275
dist sunterry = 35.114101, tpl = 630.295959, td = 0.000000
dist HARIBO = 16.401220, tpl = 124.016129, td = 61.611687
dist :Ram = 0.000000, tpl = 399.490936, td = 271.889679
dist Inļ🂱kech = 0.000000, tpl = 399.301880, td = 725.000000
dist Sasuke = 35.227829, tpl = 399.535980, td = 10.295630
dist :Ram = 0.000000, tpl = 399.530975, td = 350.697876
dist noby = 0.000000, tpl = 571.997375, td = 27.658634
dist jo_ = 0.000000, tpl = 399.045105, td = 233.452347
dist Koyot = 22.803509, tpl = 399.846222, td = 202.548767
dist An0dreX = 0.000000, tpl = 440.641571, td = 321.099670
dist JESUS CHRISTUS = 0.000000, tpl = 169.189240, td = 36.235340
dist .research' = 36.796738, tpl = 339.001465, td = 46.754681
dist Cul-de-jatte = 26.305893, tpl = 279.508484, td = 36.619667
dist An0dreX = 28.792360, tpl = 613.254456, td = 203.960785
dist Cul-de-jatte = 28.442924, tpl = 279.302704, td = 0.000000
dist sunterry = 22.135944, tpl = 568.031677, td = 29.000000
dist :Ram = 32.388271, tpl = 399.504700, td = 300.166626
dist JESUS CHRISTUS = 24.083189, tpl = 308.449341, td = 73.348480
dist sunterry = 22.135944, tpl = 632.664185, td = 87.097649
dist HARIBO = 17.464249, tpl = 499.324554, td = 27.073973
dist HARIBO = 17.464249, tpl = 124.535133, td = 203.273209
dist I am noby = 34.785053, tpl = 631.398438, td = 359.538605
dist Koyot = 30.610456, tpl = 399.205475, td = 574.913025
dist An0dreX = 0.000000, tpl = 319.651367, td = 260.309418
dist HARIBO = 37.947330, tpl = 124.326187, td = 108.166542
dist Flam = 0.000000, tpl = 367.724091, td = 311.770752
dist :Ram = 8.602325, tpl = 398.994995, td = 386.463440
dist jo_ = 30.886890, tpl = 399.619812, td = 388.124969
dist Cul-de-jatte = 17.492855, tpl = 279.164825, td = 71.470276
dist jo_ = 37.121422, tpl = 399.591034, td = 199.970001
dist noby = 36.235340, tpl = 332.364258, td = 6.708204
dist Inļ🂱kech = 32.062439, tpl = 399.422089, td = 561.014282
dist Koyot = 30.610456, tpl = 284.112640, td = 194.794769
dist An0dreX = 21.377558, tpl = 311.263550, td = 222.854218
dist Flam = 36.069378, tpl = 398.934845, td = 270.756348
dist I am noby = 26.683329, tpl = 633.154785, td = 123.907227
dist An0dreX = 33.136082, tpl = 545.311829, td = 32.984844
dist Cul-de-jatte = 0.000000, tpl = 279.087799, td = 5.000000
dist jo_ = 35.777088, tpl = 632.737732, td = 151.013245
dist :Ram = 22.825424, tpl = 398.502197, td = 51.264023
dist I am noby = 19.000000, tpl = 516.251892, td = 423.085083
dist An0dreX = 33.136082, tpl = 430.470673, td = 277.358978
dist noby = 34.481880, tpl = 161.978394, td = 64.899925
dist noby = 34.481880, tpl = 345.810638, td = 85.328773
dist An0dreX = 33.136082, tpl = 587.743164, td = 33.941124
dist jo_ = 6.324555, tpl = 399.211731, td = 544.669617
dist An0dreX = 33.136082, tpl = 490.193848, td = 108.811768
dist :Ram = 32.310989, tpl = 399.425842, td = 631.235291
dist Flam = 28.792360, tpl = 399.362000, td = 535.051392
dist jo_ = 34.176014, tpl = 399.362000, td = 472.648926
dist Inļ🂱kech = 28.284271, tpl = 398.854614, td = 359.235291
dist Koyot = 34.481880, tpl = 399.462128, td = 146.659470
dist JESUS CHRISTUS = 29.614185, tpl = 428.004669, td = 92.005432
dist :Ram = 17.691807, tpl = 399.205475, td = 604.822266
dist Redx73 = 28.861740, tpl = 49.648766, td = 49.648766
dist I am noby = 0.000000, tpl = 421.267151, td = 464.348999
dist JESUS CHRISTUS = 26.248810, tpl = 335.788635, td = 16.643316
dist Redx73 = 28.861740, tpl = 49.203659, td = 49.203659
dist JESUS CHRISTUS = 9.055386, tpl = 368.135834, td = 68.014702
dist HARIBO = 0.000000, tpl = 499.155273, td = 86.729462
dist noby = 33.015148, tpl = 589.102722, td = 27.658634
dist An0dreX = 33.241539, tpl = 163.248276, td = 8.000000
dist :Ram = 26.400757, tpl = 399.382019, td = 282.396881
dist An0dreX = 1.414214, tpl = 632.360657, td = 126.321022
dist HARIBO = 33.060551, tpl = 499.256439, td = 963.635803
dist JESUS CHRISTUS = 0.000000, tpl = 259.140900, td = 68.796799
dist Cul-de-jatte = 0.000000, tpl = 279.087799, td = 11.000000
dist JESUS CHRISTUS = 0.000000, tpl = 132.189255, td = 208.777390
dist Flam = 20.518284, tpl = 399.151611, td = 71.700768
dist jo_ = 30.463093, tpl = 399.249298, td = 60.074955
dist An0dreX = 0.000000, tpl = 537.554626, td = 371.892456
dist jo_ = 30.463093, tpl = 399.115265, td = 597.180847
dist noby = 36.878178, tpl = 296.516449, td = 39.115215
dist Flam = 25.059929, tpl = 399.906250, td = 615.650085
dist Redx73 = 34.985710, tpl = 49.203659, td = 49.203659
dist Inļ🂱kech = 19.798990, tpl = 399.912476, td = 768.272095
dist Redx73 = 30.016663, tpl = 49.497475, td = 49.497475
dist Flam = 25.059929, tpl = 399.020050, td = 635.808960
dist I am noby = 28.792360, tpl = 550.923767, td = 58.249462
dist noby = 21.931713, tpl = 141.127609, td = 54.332310
dist .research' = 20.880613, tpl = 399.545990, td = 303.907867
dist Koyot = 32.756680, tpl = 312.169830, td = 406.684143
dist jo_ = 10.630146, tpl = 399.100250, td = 127.612694
dist .research' = 24.041630, tpl = 399.515961, td = 655.320557
dist jo_ = 10.630146, tpl = 398.918549, td = 397.508484
dist I am noby = 27.294687, tpl = 553.003601, td = 162.732910
dist HARIBO = 35.777088, tpl = 499.075134, td = 49.729267
dist Koyot = 12.649111, tpl = 399.110260, td = 390.016663
dist .research' = 21.587032, tpl = 399.091461, td = 349.561157
dist HARIBO = 19.104973, tpl = 124.579292, td = 2.236068
dist :Ram = 37.802116, tpl = 336.214203, td = 88.204308
dist .research' = 26.076809, tpl = 399.224243, td = 66.610809
dist .research' = 26.076809, tpl = 399.058899, td = 192.065094
dist :Ram = 37.000000, tpl = 399.542236, td = 220.410980
dist :Ram = 2.828427, tpl = 399.696136, td = 270.880035
dist JESUS CHRISTUS = 26.248810, tpl = 429.196930, td = 120.432556
dist An0dreX = 0.000000, tpl = 633.107422, td = 115.039124
dist noby = 33.241539, tpl = 540.770752, td = 84.534019
dist I am noby = 28.861740, tpl = 633.024475, td = 21.633308
dist JESUS CHRISTUS = 31.000000, tpl = 310.246674, td = 0.000000
dist Cul-de-jatte = 20.396078, tpl = 279.851746, td = 1.414214
dist I am noby = 14.764823, tpl = 369.778320, td = 195.437973
dist Cul-de-jatte = 17.029387, tpl = 279.571106, td = 0.000000
dist noby = 32.000000, tpl = 347.600342, td = 72.062469
dist .research' = 21.189621, tpl = 104.009613, td = 31.304953
dist Flam = 0.000000, tpl = 399.425842, td = 70.576202
dist noby = 29.614185, tpl = 250.545410, td = 73.790245
dist HARIBO = 36.619667, tpl = 123.975807, td = 21.540659
dist HARIBO = 32.000000, tpl = 121.642921, td = 25.495098
dist sunterry = 0.000000, tpl = 632.573303, td = 111.328346
dist :Ram = 30.413813, tpl = 399.782440, td = 705.277222
dist :Ram = 37.215588, tpl = 399.100250, td = 578.381348
dist sunterry = 0.000000, tpl = 632.329834, td = 147.512711
dist HARIBO = 32.000000, tpl = 124.470879, td = 20.248457
dist sunterry = 32.015621, tpl = 632.538513, td = 216.231354
dist :Ram = 37.215588, tpl = 399.606049, td = 375.150635
dist I am noby = 21.189621, tpl = 608.665771, td = 66.610809
dist Flam = 0.000000, tpl = 398.870911, td = 534.899048
dist An0dreX = 0.000000, tpl = 610.122925, td = 960.783508
dist sunterry = 30.413813, tpl = 633.012634, td = 273.879547
dist Cul-de-jatte = 23.086792, tpl = 279.007172, td = 29.017237
dist I am noby = 33.941124, tpl = 246.292511, td = 28.301943
dist noby = 21.260292, tpl = 161.077621, td = 81.221916
dist I am noby = 35.693138, tpl = 241.350372, td = 9.000000
dist jo_ = 35.468296, tpl = 398.803223, td = 496.580292
dist An0dreX = 0.000000, tpl = 553.393188, td = 284.084503
dist flocke = 19.697716, tpl = 259.555389, td = 95.462036
dist :Ram = 28.301943, tpl = 399.395782, td = 498.503754
dist I am noby = 26.683329, tpl = 373.033508, td = 167.355911
dist An0dreX = 34.205261, tpl = 442.899536, td = 108.811768
dist Koyot = 28.635643, tpl = 399.080200, td = 634.496643
dist JESUS CHRISTUS = 0.000000, tpl = 460.331390, td = 84.053551
dist Redx73 = 36.674240, tpl = 49.254440, td = 49.254440
dist Koyot = 28.635643, tpl = 391.152130, td = 145.382248
dist :Ram = 36.069378, tpl = 399.664856, td = 141.852036
dist JESUS CHRISTUS = 12.000000, tpl = 428.000000, td = 61.032780
dist JESUS CHRISTUS = 22.671568, tpl = 108.673820, td = 50.039986
dist :Ram = 35.227829, tpl = 399.399536, td = 390.677612
dist Redx73 = 27.892651, tpl = 49.648766, td = 49.648766
dist :Ram = 13.416408, tpl = 398.994995, td = 151.211777
dist sunterry = 33.301651, tpl = 588.396118, td = 7.810250
dist Redx73 = 27.784887, tpl = 49.497475, td = 49.497475
dist :Ram = 13.416408, tpl = 398.829529, td = 647.707520
dist Redx73 = 27.784887, tpl = 49.162994, td = 49.162994
dist flocke = 4.123106, tpl = 274.083923, td = 449.079071
dist Flam = 0.000000, tpl = 399.249298, td = 132.412231
dist :Ram = 28.319605, tpl = 399.782440, td = 181.135315
dist JESUS CHRISTUS = 23.000000, tpl = 457.621033, td = 109.224541
dist Koyot = 0.000000, tpl = 399.245544, td = 381.077423
dist HARIBO = 22.090721, tpl = 499.916992, td = 25.298222
dist noby = 35.510563, tpl = 475.446106, td = 30.886890
dist An0dreX = 36.013885, tpl = 633.242432, td = 109.201645
dist An0dreX = 25.942244, tpl = 521.939636, td = 0.000000
dist jo_ = 0.000000, tpl = 399.031342, td = 564.513977
dist .research' = 32.388271, tpl = 399.440857, td = 132.457535
dist flocke = 28.017851, tpl = 259.649750, td = 18.973665
dist Cockus Longus = 0.000000, tpl = 605.218994, td = 44.598206
dist JESUS CHRISTUS = 0.000000, tpl = 410.650696, td = 57.008770
dist jo_ = 0.000000, tpl = 399.335693, td = 520.254761
dist Flam = 21.931713, tpl = 399.382019, td = 547.892334
dist An0dreX = 0.000000, tpl = 631.495056, td = 228.667877
dist I am noby = 4.472136, tpl = 632.829346, td = 118.713943
dist I am noby = 26.172504, tpl = 277.411255, td = 0.000000
dist An0dreX = 25.495098, tpl = 533.205383, td = 48.000000
dist Flam = 21.931713, tpl = 310.628387, td = 642.297424
dist Flam = 21.931713, tpl = 399.489685, td = 184.548096
dist Redx73 = 35.057095, tpl = 49.648766, td = 49.648766
dist I am noby = 26.925823, tpl = 632.967590, td = 14.142136
dist Redx73 = 35.057095, tpl = 49.091751, td = 49.091751
dist Inļ🂱kech = 0.000000, tpl = 399.392029, td = 48.083260
dist An0dreX = 34.058773, tpl = 397.555023, td = 64.498062
dist noby = 36.124783, tpl = 398.869659, td = 52.392746
dist Inļ🂱kech = 8.246211, tpl = 399.472137, td = 778.809998
dist Cul-de-jatte = 30.413813, tpl = 279.544281, td = 12.083046
dist Cul-de-jatte = 28.071337, tpl = 279.250793, td = 70.007141
dist flocke = 16.643316, tpl = 274.634308, td = 366.938690
dist flocke = 16.643316, tpl = 274.590607, td = 283.647675
dist HARIBO = 26.172504, tpl = 499.064117, td = 30.528675
dist Cul-de-jatte = 34.000000, tpl = 278.926514, td = 28.635643
dist An0dreX = 27.166155, tpl = 484.481171, td = 75.471848
dist Redx73 = 0.000000, tpl = 49.162994, td = 49.162994
dist flocke = 16.643316, tpl = 274.235291, td = 267.402313
dist :Ram = 37.121422, tpl = 205.321701, td = 53.758720
dist Cul-de-jatte = 7.810250, tpl = 104.623131, td = 129.034882
dist Cul-de-jatte = 18.973665, tpl = 279.544281, td = 293.824768
dist Koyot = 0.000000, tpl = 399.940002, td = 592.527649
dist .research' = 34.928497, tpl = 398.729218, td = 378.001312
dist I am noby = 0.000000, tpl = 376.888580, td = 6.708204
dist HARIBO = 0.000000, tpl = 499.337555, td = 241.149338
dist JESUS CHRISTUS = 0.000000, tpl = 478.385834, td = 89.089844
dist Flam = 0.000000, tpl = 399.001251, td = 344.158386
dist Cockus Longus = 31.890438, tpl = 451.837372, td = 2.000000
dist Inļ🂱kech = 19.026299, tpl = 399.846222, td = 40.718548
dist :Ram = 22.090721, tpl = 399.180420, td = 642.825806
dist :Ram = 22.090721, tpl = 247.487381, td = 438.369720
dist flocke = 30.594116, tpl = 274.774445, td = 23.769728
dist Cul-de-jatte = 37.656342, tpl = 278.976715, td = 138.032608
dist jo_ = 0.000000, tpl = 632.825439, td = 637.342163
dist I am noby = 0.000000, tpl = 632.396240, td = 295.677185
dist An0dreX = 35.128338, tpl = 313.843903, td = 11.313708
dist :Ram = 22.090721, tpl = 399.000000, td = 663.981934
dist JESUS CHRISTUS = 31.827662, tpl = 347.432007, td = 38.600517
dist Koyot = 16.124516, tpl = 399.656097, td = 300.293182
dist An0dreX = 36.359318, tpl = 591.869080, td = 46.647614
dist I am noby = 35.000000, tpl = 182.455475, td = 89.498604
dist .research' = 26.476404, tpl = 243.846268, td = 66.370171
dist An0dreX = 36.359318, tpl = 632.664978, td = 456.973755
dist noby = 0.000000, tpl = 399.005005, td = 186.935822
dist Cul-de-jatte = 11.401754, tpl = 279.807068, td = 31.780497
dist An0dreX = 36.359318, tpl = 434.234955, td = 85.234970
dist :Ram = 27.586229, tpl = 172.534058, td = 380.916016
dist noby = 29.206163, tpl = 399.422089, td = 84.899940
dist flocke = 20.223749, tpl = 274.563293, td = 353.298737
dist noby = 36.687874, tpl = 342.299591, td = 45.099888
dist JESUS CHRISTUS = 20.615528, tpl = 385.541168, td = 83.000000
dist Flam = 0.000000, tpl = 329.001526, td = 196.865433
dist Cul-de-jatte = 18.788294, tpl = 279.517456, td = 4.000000
dist HARIBO = 0.000000, tpl = 125.000000, td = 1.000000
dist Cul-de-jatte = 35.735138, tpl = 279.951782, td = 178.016846
dist Redx73 = 0.000000, tpl = 49.648766, td = 49.648766
dist Cul-de-jatte = 31.384710, tpl = 279.256165, td = 118.562218
dist Redx73 = 30.528675, tpl = 49.477268, td = 49.477268
dist jo_ = 34.525352, tpl = 632.775635, td = 102.552429
dist Cul-de-jatte = 34.481880, tpl = 274.235291, td = 15.000000
dist Redx73 = 23.323807, tpl = 49.396355, td = 49.396355
dist noby = 29.120440, tpl = 632.731384, td = 10.630146
dist noby = 20.880613, tpl = 419.944031, td = 23.430750
dist I am noby = 31.144823, tpl = 617.207397, td = 512.269470
dist Cul-de-jatte = 30.610456, tpl = 279.234680, td = 59.169250
dist Koyot = 21.023796, tpl = 399.592285, td = 339.860260
dist :Ram = 29.732138, tpl = 399.170380, td = 316.834351
dist noby = 20.880613, tpl = 416.572937, td = 60.299255
dist I am noby = 31.144823, tpl = 496.472565, td = 145.646835
dist Koyot = 17.204651, tpl = 399.586029, td = 724.541260
dist Koyot = 32.572994, tpl = 399.215485, td = 720.503296
dist Cul-de-jatte = 0.000000, tpl = 279.331329, td = 22.561028
dist Flam = 28.160255, tpl = 399.399536, td = 224.617447
dist Cul-de-jatte = 20.223749, tpl = 279.501343, td = 9.848858
dist Koyot = 0.000000, tpl = 153.404694, td = 309.657867
dist I am noby = 21.095022, tpl = 243.821655, td = 86.533234
dist Koyot = 0.000000, tpl = 399.020050, td = 354.764709
dist HARIBO = 36.796738, tpl = 123.939499, td = 8.246211
dist JESUS CHRISTUS = 37.443291, tpl = 465.748871, td = 1.414214
dist Cul-de-jatte = 17.464249, tpl = 279.873199, td = 14.560220
dist Redx73 = 0.000000, tpl = 49.819675, td = 49.819675
dist Koyot = 10.440307, tpl = 399.151611, td = 311.218567
dist flocke = 0.000000, tpl = 274.065674, td = 117.153748
dist Koyot = 10.440307, tpl = 399.171631, td = 481.274353
dist Redx73 = 30.413813, tpl = 49.040798, td = 49.040798
dist .research' = 0.000000, tpl = 399.031342, td = 128.390030
dist Cockus Longus = 18.027756, tpl = 632.396240, td = 36.345562
dist Cul-de-jatte = 7.615773, tpl = 279.087799, td = 66.037865
dist :Ram = 0.000000, tpl = 399.452118, td = 497.821259
dist HARIBO = 20.880613, tpl = 124.615410, td = 128.316010
dist An0dreX = 18.788294, tpl = 632.501404, td = 34.481880
dist noby = 0.000000, tpl = 214.555359, td = 48.836460
dist Cockus Longus = 32.557640, tpl = 592.638184, td = 51.923019
dist An0dreX = 32.310989, tpl = 229.455872, td = 80.000000
dist :Ram = 17.204651, tpl = 399.696136, td = 307.390625
dist HARIBO = 8.062258, tpl = 499.632874, td = 20.396078
dist Inļ🂱kech = 0.000000, tpl = 398.548615, td = 387.583527
dist :Ram = 17.204651, tpl = 399.846222, td = 176.207260
dist Cockus Longus = 32.557640, tpl = 613.305786, td = 68.658577
dist Koyot = 0.000000, tpl = 399.284363, td = 111.758667
dist jo_ = 0.000000, tpl = 632.487183, td = 216.748703
dist An0dreX = 34.058773, tpl = 457.000000, td = 48.000000
dist I am noby = 0.000000, tpl = 609.066528, td = 200.529297
dist I am noby = 0.000000, tpl = 632.538513, td = 182.833252
dist noby = 16.124516, tpl = 597.129822, td = 130.862518
dist .research' = 16.401220, tpl = 385.333618, td = 563.932617
dist An0dreX = 34.058773, tpl = 632.772461, td = 9.486833
dist HARIBO = 35.355339, tpl = 124.338249, td = 243.846268
dist HARIBO = 35.355339, tpl = 124.326187, td = 49.729267
dist jo_ = 33.837849, tpl = 398.914764, td = 386.684631
dist Cul-de-jatte = 18.248287, tpl = 278.689789, td = 6.403124
dist Redx73 = 0.000000, tpl = 49.497475, td = 49.497475
dist noby = 26.172504, tpl = 414.903595, td = 78.517517
dist Koyot = 0.000000, tpl = 399.609802, td = 528.580200
dist An0dreX = 20.808653, tpl = 632.949463, td = 59.008472
dist Inļ🂱kech = 0.000000, tpl = 399.151611, td = 727.376099
dist An0dreX = 36.674240, tpl = 574.624207, td = 40.000000
dist noby = 20.223749, tpl = 83.546394, td = 89.000000
dist :Ram = 0.000000, tpl = 399.566010, td = 402.210144
dist JESUS CHRISTUS = 24.351591, tpl = 384.886993, td = 266.732086
dist cookiezi = 0.000000, tpl = 373.804749, td = 74.027023
dist jo_ = 0.000000, tpl = 633.012634, td = 314.033447
dist Redx73 = 33.015148, tpl = 49.819675, td = 49.819675
dist Redx73 = 27.784887, tpl = 49.040798, td = 49.040798
dist Koyot = 19.646883, tpl = 399.410828, td = 460.977234
dist An0dreX = 0.000000, tpl = 597.652100, td = 159.000000
dist Redx73 = 23.345236, tpl = 49.040798, td = 49.040798
dist Koyot = 19.646883, tpl = 319.662323, td = 124.523087
dist cookiezi = 0.000000, tpl = 399.144073, td = 23.537205
dist Koyot = 19.646883, tpl = 399.405823, td = 644.084595
dist Cockus Longus = 25.495098, tpl = 414.236633, td = 21.587032
dist An0dreX = 0.000000, tpl = 430.094177, td = 45.793011
dist HARIBO = 21.931713, tpl = 499.841980, td = 15.033297
dist JESUS CHRISTUS = 33.837849, tpl = 284.622559, td = 10.630146
dist HARIBO = 29.732138, tpl = 124.458832, td = 0.000000
dist noby = 33.015148, tpl = 436.606232, td = 34.985710
dist I am noby = 33.241539, tpl = 181.603958, td = 244.773361
dist Inļ🂱kech = 29.410883, tpl = 399.671112, td = 8.944272
dist Cockus Longus = 36.124783, tpl = 263.615265, td = 48.259712
dist Inļ🂱kech = 29.427877, tpl = 399.530975, td = 710.000732
dist .research' = 36.674240, tpl = 399.405823, td = 268.001862
dist noby = 20.615528, tpl = 509.718536, td = 72.000000
dist noby = 21.540659, tpl = 429.662659, td = 51.264023
dist noby = 21.540659, tpl = 537.127563, td = 21.840330
dist Cul-de-jatte = 0.000000, tpl = 279.177368, td = 12.165525
dist jo_ = 0.000000, tpl = 632.823059, td = 600.842712
dist An0dreX = 20.615528, tpl = 623.180542, td = 43.081318
dist An0dreX = 29.068884, tpl = 487.050293, td = 144.886169
dist I am noby = 22.135944, tpl = 339.449554, td = 225.020004
dist jo_ = 28.653097, tpl = 398.898499, td = 53.758720
dist .research' = 16.401220, tpl = 304.310699, td = 359.906921
dist :Ram = 16.552946, tpl = 399.125305, td = 67.896980
dist I am noby = 36.796738, tpl = 632.534607, td = 351.711517
dist Sasuke = 18.110771, tpl = 399.699890, td = 232.475800
dist Koyot = 26.925823, tpl = 399.712402, td = 387.963928
dist Cockus Longus = 35.000000, tpl = 632.792236, td = 37.536648
dist An0dreX = 18.027756, tpl = 633.255859, td = 84.219948
dist Sasuke = 18.110771, tpl = 399.682373, td = 531.919189
dist .research' = 23.345236, tpl = 307.826263, td = 581.036987
dist HARIBO = 23.021729, tpl = 124.310097, td = 21.023796
dist flocke = 27.784887, tpl = 274.554199, td = 208.031250
dist An0dreX = 31.384710, tpl = 632.830139, td = 229.532135
dist flocke = 35.777088, tpl = 274.007294, td = 0.000000
dist HARIBO = 29.966648, tpl = 124.201447, td = 11.401754
dist I am noby = 28.071337, tpl = 590.207581, td = 117.957619
dist HARIBO = 29.966648, tpl = 124.535133, td = 2.236068
dist An0dreX = 32.572994, tpl = 632.576477, td = 35.341194
dist Cul-de-jatte = 0.000000, tpl = 279.308075, td = 10.440307
dist Cul-de-jatte = 13.000000, tpl = 273.864929, td = 15.000000
dist Koyot = 30.610456, tpl = 393.029266, td = 647.800110
dist HARIBO = 30.413813, tpl = 123.967735, td = 19.646883
dist I am noby = 10.770329, tpl = 626.258728, td = 33.541019
dist Koyot = 30.610456, tpl = 204.628937, td = 147.258270
dist Sasuke = 0.000000, tpl = 398.983704, td = 18.601076
dist Koyot = 30.870699, tpl = 388.108246, td = 23.021729
dist HARIBO = 36.769554, tpl = 124.197426, td = 67.675697
dist :Ram = 18.027756, tpl = 399.399536, td = 129.402466
dist jo_ = 24.020824, tpl = 399.729919, td = 761.252258
dist HARIBO = 36.769554, tpl = 124.486946, td = 7.071068
dist jo_ = 24.020824, tpl = 398.909760, td = 384.575104
dist JESUS CHRISTUS = 16.278820, tpl = 384.551697, td = 75.716576
dist HARIBO = 8.062258, tpl = 499.256439, td = 26.019224
dist JESUS CHRISTUS = 16.278820, tpl = 256.281097, td = 77.801025
dist noby = 35.383614, tpl = 399.405823, td = 128.502914
dist Inļ🂱kech = 34.713108, tpl = 399.111511, td = 743.462830
dist :Ram = 33.376640, tpl = 399.459625, td = 406.208069
dist .research' = 23.194826, tpl = 399.055145, td = 43.289722
dist HARIBO = 8.062258, tpl = 124.149101, td = 32.572994
dist cookiezi = 0.000000, tpl = 399.716156, td = 148.097946
dist Sasuke = 30.016663, tpl = 399.462128, td = 738.523499
dist Koyot = 21.260292, tpl = 315.729309, td = 366.521484
dist Inļ🂱kech = 34.713108, tpl = 399.500946, td = 357.246399
dist An0dreX = 0.000000, tpl = 537.000000, td = 236.915604
dist .research' = 23.194826, tpl = 399.005005, td = 167.523132
dist noby = 0.000000, tpl = 632.870422, td = 339.414215
dist Sasuke = 30.016663, tpl = 398.818268, td = 198.587509
dist noby = 0.000000, tpl = 631.541748, td = 88.639717
dist noby = 35.510563, tpl = 393.878143, td = 22.847319
dist Cul-de-jatte = 0.000000, tpl = 279.694489, td = 55.731499
dist JESUS CHRISTUS = 0.000000, tpl = 501.766876, td = 57.706154
dist HARIBO = 18.110771, tpl = 124.486946, td = 111.018013
dist Redx73 = 9.000000, tpl = 48.846699, td = 48.846699
dist I am noby = 23.409399, tpl = 591.310425, td = 490.862518
dist Sasuke = 0.000000, tpl = 398.848328, td = 613.560913
dist HARIBO = 19.723083, tpl = 124.169243, td = 20.024984
dist .research' = 37.161808, tpl = 391.296570, td = 289.830994
dist Cockus Longus = 0.000000, tpl = 535.732239, td = 18.110771
dist Cul-de-jatte = 0.000000, tpl = 279.202423, td = 79.006332
dist flocke = 0.000000, tpl = 274.448547, td = 288.105896
dist An0dreX = 31.144823, tpl = 608.313232, td = 58.240879
dist jo_ = 33.241539, tpl = 399.145325, td = 611.805542
dist HARIBO = 30.675724, tpl = 499.459717, td = 14.142136
